Dataset,Algorithm,Grid Size,Total Placements,Residential,Utility,Score,Time (s),Peak Memory (MB),Parameters
b_short_walk,genetic_algorithm,1000x1000,106769,22738,84031,1855415,2012.0921,9233.8682,"population_size=24, generations=110, elite_size=2, tournament_size=3, crossover_rate=0.92, mutation_rate=0.36, max_runtime_s=2000, seed=2600, top_k_res=35, destroy_repair_rate=0.5, crossover_type=score_aware, min_population_size=18, max_population_size=40, stagnation_generations=7, population_growth_step=6, population_shrink_step=3"
b_short_walk,genetic_algorithm,1000x1000,106769,22738,84031,1855415,2066.0532,9233.8682,"population_size=24, generations=110, elite_size=2, tournament_size=3, crossover_rate=0.92, mutation_rate=0.36, max_runtime_s=2000, seed=2700, top_k_res=35, destroy_repair_rate=0.5, crossover_type=score_aware, min_population_size=18, max_population_size=40, stagnation_generations=7, population_growth_step=6, population_shrink_step=3"
b_short_walk,genetic_algorithm,1000x1000,105844,22142,83702,1838565,1255.4695,8958.3321,"population_size=24, generations=110, elite_size=2, tournament_size=3, crossover_rate=0.92, mutation_rate=0.36, max_runtime_s=2000, seed=2800, top_k_res=35, destroy_repair_rate=0.5, crossover_type=score_aware, min_population_size=18, max_population_size=40, stagnation_generations=7, population_growth_step=6, population_shrink_step=3"
b_short_walk,genetic_algorithm,1000x1000,104505,21313,83192,1815168,493.4392,8812.2447,"population_size=24, generations=110, elite_size=2, tournament_size=3, crossover_rate=0.92, mutation_rate=0.36, max_runtime_s=2000, seed=2900, top_k_res=35, destroy_repair_rate=0.5, crossover_type=score_aware, min_population_size=18, max_population_size=40, stagnation_generations=7, population_growth_step=6, population_shrink_step=3"
b_short_walk,genetic_algorithm,1000x1000,103965,20956,83009,1806240,212.3126,8812.2312,"population_size=24, generations=110, elite_size=2, tournament_size=3, crossover_rate=0.92, mutation_rate=0.36, max_runtime_s=2000, seed=3000, top_k_res=35, destroy_repair_rate=0.5, crossover_type=score_aware, min_population_size=18, max_population_size=40, stagnation_generations=7, population_growth_step=6, population_shrink_step=3"
b_short_walk,genetic_algorithm,1000x1000,103880,20902,82978,1805076,186.7997,9278.5486,"population_size=24, generations=110, elite_size=2, tournament_size=3, crossover_rate=0.92, mutation_rate=0.36, max_runtime_s=2000, seed=2867, top_k_res=35, destroy_repair_rate=0.5, crossover_type=clustered, min_population_size=18, max_population_size=40, stagnation_generations=7, population_growth_step=6, population_shrink_step=3"
b_short_walk,genetic_algorithm,1000x1000,103965,20971,82994,1805974,261.5044,9310.0208,"population_size=24, generations=110, elite_size=2, tournament_size=3, crossover_rate=0.92, mutation_rate=0.36, max_runtime_s=2000, seed=2967, top_k_res=35, destroy_repair_rate=0.5, crossover_type=clustered, min_population_size=18, max_population_size=40, stagnation_generations=7, population_growth_step=6, population_shrink_step=3"
b_short_walk,genetic_algorithm,1000x1000,103838,20876,82962,1804340,117.5727,9253.6814,"population_size=24, generations=110, elite_size=2, tournament_size=3, crossover_rate=0.92, mutation_rate=0.36, max_runtime_s=2000, seed=3067, top_k_res=35, destroy_repair_rate=0.5, crossover_type=clustered, min_population_size=18, max_population_size=40, stagnation_generations=7, population_growth_step=6, population_shrink_step=3"
b_short_walk,genetic_algorithm,1000x1000,103880,20902,82978,1805076,190.4566,9278.5480,"population_size=24, generations=110, elite_size=2, tournament_size=3, crossover_rate=0.92, mutation_rate=0.36, max_runtime_s=2000, seed=3167, top_k_res=35, destroy_repair_rate=0.5, crossover_type=clustered, min_population_size=18, max_population_size=40, stagnation_generations=7, population_growth_step=6, population_shrink_step=3"
b_short_walk,genetic_algorithm,1000x1000,104085,21037,83048,1808628,611.7361,9721.8382,"population_size=24, generations=110, elite_size=2, tournament_size=3, crossover_rate=0.92, mutation_rate=0.36, max_runtime_s=2000, seed=3267, top_k_res=35, destroy_repair_rate=0.5, crossover_type=clustered, min_population_size=18, max_population_size=40, stagnation_generations=7, population_growth_step=6, population_shrink_step=3"
e_precise_fit,genetic_algorithm,1000x1000,18289,17925,364,2090770,863.2300,18642.6843,"population_size=20, generations=70, elite_size=2, tournament_size=3, crossover_rate=0.9, mutation_rate=0.38, max_runtime_s=1800, seed=5790, top_k_res=20, destroy_repair_rate=0.42, crossover_type=spatial, min_population_size=14, max_population_size=30, stagnation_generations=6, population_growth_step=4, population_shrink_step=2"
